decision_time,year,metric,post_warmup,c_slot_count,d_slot_count,intersection_size,union_size,symmetric_difference_size,substitution_count,c_only_count,d_only_count,jaccard,shared_slot_percentage,exact_match,c_only_assets,d_only_assets
2020-01-13T00:00:00+00:00,2020,TOP_8,True,8,8,6,10,4,2.0,2,2,0.6,0.75,False,BCHSV-USDT;COTI-USDT,ALGO-USDT;ATOM-USDT
2020-01-13T00:00:00+00:00,2020,TOP_10,True,10,10,7,13,6,3.0,3,3,0.5384615384615384,0.7,False,BCHSV-USDT;COTI-USDT;ETC-USDT,ADA-USDT;ALGO-USDT;BNB-USDT
2020-01-13T00:00:00+00:00,2020,TOP_30,True,30,18,17,31,14,14.0,13,1,0.5483870967741935,0.5666666666666667,False,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,XEM-USDT
2020-01-13T00:00:00+00:00,2020,HYSTERESIS,True,6,6,5,7,2,1.0,1,1,0.7142857142857143,0.8333333333333334,False,BCHSV-USDT,TRX-USDT
2020-01-20T00:00:00+00:00,2020,TOP_4,True,4,4,3,5,2,1.0,1,1,0.6,0.75,False,BCHSV-USDT,XRP-USDT
2020-01-20T00:00:00+00:00,2020,TOP_6,True,6,6,5,7,2,1.0,1,1,0.7142857142857143,0.8333333333333334,False,BCHSV-USDT,TRX-USDT
2020-01-20T00:00:00+00:00,2020,TOP_8,True,8,8,6,10,4,2.0,2,2,0.6,0.75,False,BCHSV-USDT;COTI-USDT,ATOM-USDT;BNB-USDT
2020-01-20T00:00:00+00:00,2020,TOP_10,True,10,10,6,14,8,4.0,4,4,0.42857142857142855,0.6,False,BCHSV-USDT;COTI-USDT;ETC-USDT;NEO-USDT,ADA-USDT;ALGO-USDT;ATOM-USDT;BNB-USDT
2020-01-20T00:00:00+00:00,2020,TOP_30,True,30,18,17,31,14,14.0,13,1,0.5483870967741935,0.5666666666666667,False,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,XEM-USDT
2020-01-20T00:00:00+00:00,2020,HYSTERESIS,True,6,6,5,7,2,1.0,1,1,0.7142857142857143,0.8333333333333334,False,BCHSV-USDT,TRX-USDT
2020-01-27T00:00:00+00:00,2020,TOP_4,True,4,4,3,5,2,1.0,1,1,0.6,0.75,False,BCHSV-USDT,XRP-USDT
2020-01-27T00:00:00+00:00,2020,TOP_6,True,6,6,5,7,2,1.0,1,1,0.7142857142857143,0.8333333333333334,False,BCHSV-USDT,TRX-USDT
2020-01-27T00:00:00+00:00,2020,TOP_8,True,8,8,6,10,4,2.0,2,2,0.6,0.75,False,BCHSV-USDT;COTI-USDT,ADA-USDT;ATOM-USDT
2020-01-27T00:00:00+00:00,2020,TOP_10,True,10,10,6,14,8,4.0,4,4,0.42857142857142855,0.6,False,BCHSV-USDT;COTI-USDT;ETC-USDT;NEO-USDT,ADA-USDT;ATOM-USDT;BNB-USDT;XTZ-USDT
2020-01-27T00:00:00+00:00,2020,TOP_30,True,30,18,17,31,14,14.0,13,1,0.5483870967741935,0.5666666666666667,False,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,XEM-USDT
2020-01-27T00:00:00+00:00,2020,HYSTERESIS,True,6,6,5,7,2,1.0,1,1,0.7142857142857143,0.8333333333333334,False,BCHSV-USDT,TRX-USDT
2020-02-03T00:00:00+00:00,2020,TOP_4,True,4,4,3,5,2,1.0,1,1,0.6,0.75,False,BCHSV-USDT,XRP-USDT
2020-02-03T00:00:00+00:00,2020,TOP_6,True,6,6,5,7,2,1.0,1,1,0.7142857142857143,0.8333333333333334,False,BCHSV-USDT,TRX-USDT
2020-02-03T00:00:00+00:00,2020,TOP_8,True,8,8,6,10,4,2.0,2,2,0.6,0.75,False,BCHSV-USDT;ETC-USDT,ADA-USDT;ATOM-USDT
2020-02-03T00:00:00+00:00,2020,TOP_10,True,10,10,7,13,6,3.0,3,3,0.5384615384615384,0.7,False,BCHSV-USDT;COTI-USDT;ETC-USDT,ATOM-USDT;BNB-USDT;XTZ-USDT
