first_decision,final_decision,duration_weeks,left_only,right_only,resolved_within_one_week,resolved_within_four_weeks,persistent_4_weeks,persistent_8_weeks,persistent_13_weeks,persistent_26_weeks,metric,period,hysteresis_absorbed
2020-08-31T00:00:00+00:00,2020-09-21T00:00:00+00:00,4,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;DAG-USDT;DASH-USDT;DGB-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,BTT-USDT;ONE-USDT;STX-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,False,True,True,False,False,False,TOP_30,POST_WARMUP,False
2020-09-28T00:00:00+00:00,2020-09-28T00:00:00+00:00,1,AVA-USDT;BCHSV-USDT;CHR-USDT;COMP-USDT;COTI-USDT;DAG-USDT;DASH-USDT;DGB-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ARPA-USDT;BTT-USDT;ONE-USDT;STX-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-10-05T00:00:00+00:00,2020-10-19T00:00:00+00:00,3,AVA-USDT;BCHSV-USDT;COMP-USDT;COTI-USDT;DAG-USDT;DASH-USDT;DGB-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,BTT-USDT;CRO-USDT;ONE-USDT;STX-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,False,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-10-26T00:00:00+00:00,2020-11-02T00:00:00+00:00,2,AVA-USDT;BCHSV-USDT;COMP-USDT;COTI-USDT;DAG-USDT;DASH-USDT;DGB-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,BTT-USDT;CRO-USDT;ONE-USDT;STX-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,False,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-11-09T00:00:00+00:00,2020-11-09T00:00:00+00:00,1,AVA-USDT;BCHSV-USDT;COMP-USDT;COTI-USDT;DAG-USDT;DASH-USDT;DGB-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ARPA-USDT;BTT-USDT;CRO-USDT;JST-USDT;ONE-USDT;STX-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-11-16T00:00:00+00:00,2020-11-16T00:00:00+00:00,1,AVA-USDT;BCHSV-USDT;COMP-USDT;COTI-USDT;DAG-USDT;DASH-USDT;DGB-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ARPA-USDT;BTT-USDT;CRO-USDT;JST-USDT;ONE-USDT;STX-USDT;SUKU-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-11-23T00:00:00+00:00,2020-11-23T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;COTI-USDT;DASH-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ARPA-USDT;BTT-USDT;CRO-USDT;JST-USDT;ONE-USDT;STX-USDT;SUKU-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-11-30T00:00:00+00:00,2020-11-30T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;DASH-USDT;ETC-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ARPA-USDT;BTT-USDT;CRO-USDT;JST-USDT;ONE-USDT;STX-USDT;SUKU-USDT;VSYS-USDT;WIN-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-12-07T00:00:00+00:00,2020-12-07T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;COTI-USDT;DAG-USDT;DASH-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ARPA-USDT;BTT-USDT;CKB-USDT;CRO-USDT;JST-USDT;MLK-USDT;ONE-USDT;STX-USDT;UMA-USDT;WIN-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-12-14T00:00:00+00:00,2020-12-14T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;COTI-USDT;DASH-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ALEPH-USDT;ARPA-USDT;BTT-USDT;CKB-USDT;CRO-USDT;JST-USDT;MLK-USDT;ONE-USDT;STX-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-12-21T00:00:00+00:00,2020-12-21T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ALEPH-USDT;ARPA-USDT;BTT-USDT;CRO-USDT;MLK-USDT;ONE-USDT;STX-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2020-12-28T00:00:00+00:00,2020-12-28T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ALEPH-USDT;ARPA-USDT;MLK-USDT;NIM-USDT;ONE-USDT;STX-USDT;UOS-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-01-04T00:00:00+00:00,2021-01-04T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ALEPH-USDT;ALGO-USDT;KSM-USDT;MLK-USDT;ONE-USDT;STX-USDT;UOS-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-01-11T00:00:00+00:00,2021-01-11T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;VET-USDT;XDB-USDT;XLM-USDT,ALEPH-USDT;ALGO-USDT;CRO-USDT;MLK-USDT;STX-USDT;UOS-USDT;WAVES-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-01-18T00:00:00+00:00,2021-01-18T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;VET-USDT;XLM-USDT,CRO-USDT;FIL-USDT;MLK-USDT;STX-USDT;UOS-USDT;WAVES-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-01-25T00:00:00+00:00,2021-01-25T00:00:00+00:00,1,BCHSV-USDT;DASH-USDT;NEO-USDT;SNX-USDT;VET-USDT;XLM-USDT,FIL-USDT;MLK-USDT;STX-USDT;UOS-USDT;WAVES-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-02-01T00:00:00+00:00,2021-02-01T00:00:00+00:00,1,BCHSV-USDT;DASH-USDT;ETC-USDT;NEO-USDT;SNX-USDT;VET-USDT;XLM-USDT,CRO-USDT;FIL-USDT;SENSO-USDT;STX-USDT;UOS-USDT;WAVES-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-02-08T00:00:00+00:00,2021-02-08T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;DASH-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;VET-USDT;XLM-USDT,BTT-USDT;CRO-USDT;FIL-USDT;SENSO-USDT;STX-USDT;SUKU-USDT;UOS-USDT;WAVES-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-02-15T00:00:00+00:00,2021-02-15T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;DASH-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;DIA-USDT;FIL-USDT;NIM-USDT;SHR-USDT;STX-USDT;SUKU-USDT;UOS-USDT;WAVES-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-02-22T00:00:00+00:00,2021-02-22T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;DASH-USDT;DGB-USDT;KPOL-USDT;NEO-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;DIA-USDT;FIL-USDT;KSM-USDT;NIM-USDT;ROSE-USDT;SHR-USDT;SUKU-USDT;UOS-USDT;WAVES-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-03-01T00:00:00+00:00,2021-03-01T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;DIA-USDT;NIM-USDT;ONE-USDT;ROSE-USDT;SHR-USDT;SUKU-USDT;VELO-USDT;WAVES-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-03-08T00:00:00+00:00,2021-03-08T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;DGB-USDT;NEO-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CRO-USDT;ONE-USDT;ROSE-USDT;SHR-USDT;STX-USDT;VELO-USDT;WAVES-USDT;XEM-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-03-15T00:00:00+00:00,2021-03-15T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;FIL-USDT;ONE-USDT;ROSE-USDT;SHR-USDT;STX-USDT;UOS-USDT;VELO-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-03-22T00:00:00+00:00,2021-03-22T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;DASH-USDT;NEO-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;FIL-USDT;ROSE-USDT;SHR-USDT;STX-USDT;UOS-USDT;VELO-USDT;YFI-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-03-29T00:00:00+00:00,2021-03-29T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;COTI-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;EWT-USDT;SHR-USDT;UOS-USDT;VELO-USDT;YFI-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-04-05T00:00:00+00:00,2021-04-05T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;COTI-USDT;TEL-USDT;VET-USDT;XLM-USDT,API3-USDT;EWT-USDT;SHR-USDT;VELO-USDT;XEM-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-04-12T00:00:00+00:00,2021-04-12T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;COTI-USDT;NEO-USDT;TEL-USDT;VET-USDT;XLM-USDT,API3-USDT;EWT-USDT;ROSE-USDT;SHR-USDT;VELO-USDT;XEM-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-04-19T00:00:00+00:00,2021-04-19T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;NEO-USDT;TEL-USDT;VET-USDT;XLM-USDT,API3-USDT;CRO-USDT;HYDRA-USDT;ROSE-USDT;SHR-USDT;VELO-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-04-26T00:00:00+00:00,2021-04-26T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;NEO-USDT;TEL-USDT;VET-USDT;XLM-USDT,API3-USDT;CRO-USDT;HYDRA-USDT;ROSE-USDT;SUSHI-USDT;VELO-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-05-03T00:00:00+00:00,2021-05-03T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;DASH-USDT;NEO-USDT;TEL-USDT;VET-USDT;XLM-USDT,API3-USDT;CRO-USDT;EWT-USDT;HYDRA-USDT;SUSHI-USDT;VELO-USDT;XTZ-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-05-10T00:00:00+00:00,2021-05-10T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;DASH-USDT;NEO-USDT;TEL-USDT;VET-USDT;XLM-USDT,CRO-USDT;EWT-USDT;KLV-USDT;KSM-USDT;SUSHI-USDT;VELO-USDT;XTZ-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-05-17T00:00:00+00:00,2021-05-17T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;DASH-USDT;ETC-USDT;NEO-USDT;TEL-USDT;VET-USDT;XLM-USDT,KLV-USDT;KSM-USDT;ONE-USDT;SUSHI-USDT;VELO-USDT;WAVES-USDT;WIN-USDT;XTZ-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-05-24T00:00:00+00:00,2021-05-24T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;DASH-USDT;ETC-USDT;NEO-USDT;TEL-USDT;VET-USDT;XLM-USDT,GRT-USDT;KLV-USDT;KSM-USDT;ONE-USDT;SUSHI-USDT;WAVES-USDT;WIN-USDT;XTZ-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-05-31T00:00:00+00:00,2021-05-31T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;DASH-USDT;ETC-USDT;TEL-USDT;VET-USDT;XLM-USDT,GRT-USDT;HTR-USDT;KLV-USDT;ONE-USDT;SUSHI-USDT;WIN-USDT;YFI-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-06-07T00:00:00+00:00,2021-06-07T00:00:00+00:00,1,BCHSV-USDT;ETC-USDT;TEL-USDT;VET-USDT;XLM-USDT,AVAX-USDT;HTR-USDT;KLV-USDT;SUSHI-USDT;YFI-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-06-14T00:00:00+00:00,2021-06-14T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;TEL-USDT;VET-USDT;XLM-USDT,AVAX-USDT;HTR-USDT;KLV-USDT;SUSHI-USDT;YFI-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-06-21T00:00:00+00:00,2021-06-21T00:00:00+00:00,1,1INCH-USDT;BCHSV-USDT;TEL-USDT;VET-USDT;XLM-USDT,AVAX-USDT;KLV-USDT;QNT-USDT;SUSHI-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-06-28T00:00:00+00:00,2021-06-28T00:00:00+00:00,1,1INCH-USDT;COMP-USDT;TEL-USDT;VET-USDT;XLM-USDT,AVAX-USDT;QNT-USDT;SUSHI-USDT;XMR-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-07-05T00:00:00+00:00,2021-07-05T00:00:00+00:00,1,1INCH-USDT;COMP-USDT;TEL-USDT;VET-USDT;XLM-USDT,HYDRA-USDT;SUSHI-USDT;UNI-USDT;XMR-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-07-12T00:00:00+00:00,2021-07-12T00:00:00+00:00,1,COMP-USDT;TEL-USDT;VET-USDT;XLM-USDT,CHZ-USDT;SUSHI-USDT;XMR-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-07-19T00:00:00+00:00,2021-07-19T00:00:00+00:00,1,COMP-USDT;DAG-USDT;ENJ-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CAKE-USDT;SUSHI-USDT;XMR-USDT;XTZ-USDT;ZEC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-07-26T00:00:00+00:00,2021-07-26T00:00:00+00:00,1,COMP-USDT;DAG-USDT;ENJ-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CAKE-USDT;FIL-USDT;SUSHI-USDT;XMR-USDT;XTZ-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-08-02T00:00:00+00:00,2021-08-02T00:00:00+00:00,1,CHR-USDT;COMP-USDT;DAG-USDT;ENJ-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CAKE-USDT;FIL-USDT;ONE-USDT;SUSHI-USDT;VELO-USDT;XMR-USDT;XTZ-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-08-09T00:00:00+00:00,2021-08-09T00:00:00+00:00,1,CHR-USDT;DAG-USDT;ENJ-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CAKE-USDT;FIL-USDT;ONE-USDT;VELO-USDT;XDC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-08-16T00:00:00+00:00,2021-08-16T00:00:00+00:00,1,DAG-USDT;TEL-USDT;VET-USDT;XLM-USDT,CAKE-USDT;ONE-USDT;SAND-USDT;XDC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-08-23T00:00:00+00:00,2021-08-23T00:00:00+00:00,1,DAG-USDT;TEL-USDT;VET-USDT;XLM-USDT,CAKE-USDT;ONE-USDT;XDC-USDT;XMR-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-08-30T00:00:00+00:00,2021-08-30T00:00:00+00:00,1,DAG-USDT;TEL-USDT;VET-USDT;XLM-USDT,CAKE-USDT;ONE-USDT;SUSHI-USDT;XMR-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-09-06T00:00:00+00:00,2021-09-06T00:00:00+00:00,1,DAG-USDT;TEL-USDT;VET-USDT;XLM-USDT,CAKE-USDT;FIL-USDT;SUSHI-USDT;UNI-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-09-13T00:00:00+00:00,2021-09-13T00:00:00+00:00,1,DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,BCH-USDT;BTT-USDT;CAKE-USDT;FIL-USDT;UNI-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-09-20T00:00:00+00:00,2021-09-20T00:00:00+00:00,1,DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CAKE-USDT;ROSE-USDT;UNI-USDT;XDC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-09-27T00:00:00+00:00,2021-09-27T00:00:00+00:00,1,DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,BCH-USDT;CAKE-USDT;SUSHI-USDT;UNI-USDT;XDC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-10-04T00:00:00+00:00,2021-10-04T00:00:00+00:00,1,COTI-USDT;DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,AAVE-USDT;BCH-USDT;CAKE-USDT;SUSHI-USDT;UNI-USDT;XDC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-10-11T00:00:00+00:00,2021-10-11T00:00:00+00:00,1,COTI-USDT;DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,AAVE-USDT;BCH-USDT;CAKE-USDT;HTR-USDT;UNI-USDT;XDC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-10-18T00:00:00+00:00,2021-10-18T00:00:00+00:00,1,COTI-USDT;DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,BCH-USDT;CAKE-USDT;HTR-USDT;ROSE-USDT;SUSHI-USDT;XDC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-10-25T00:00:00+00:00,2021-10-25T00:00:00+00:00,1,COTI-USDT;DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,BCH-USDT;CAKE-USDT;HTR-USDT;ROSE-USDT;XDC-USDT;XMR-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-11-01T00:00:00+00:00,2021-11-01T00:00:00+00:00,1,COTI-USDT;DAG-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,BCH-USDT;BTT-USDT;HTR-USDT;THETA-USDT;UNI-USDT;XMR-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-11-08T00:00:00+00:00,2021-11-08T00:00:00+00:00,1,COTI-USDT;MTV-USDT;TEL-USDT;VET-USDT;XLM-USDT,AXS-USDT;BTT-USDT;FIL-USDT;HTR-USDT;THETA-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-11-15T00:00:00+00:00,2021-11-15T00:00:00+00:00,1,COTI-USDT;ENJ-USDT;MANA-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CAKE-USDT;CRV-USDT;KSM-USDT;THETA-USDT;XTZ-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-11-22T00:00:00+00:00,2021-11-22T00:00:00+00:00,1,CHR-USDT;ENJ-USDT;MANA-USDT;TEL-USDT;VET-USDT;XLM-USDT,BTT-USDT;CAKE-USDT;FLUX-USDT;GRT-USDT;HTR-USDT;QNT-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-11-29T00:00:00+00:00,2021-11-29T00:00:00+00:00,1,ENJ-USDT;MANA-USDT;TEL-USDT;VET-USDT;XLM-USDT,CHZ-USDT;GALAX-USDT;ICP-USDT;QNT-USDT;XPR-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-12-06T00:00:00+00:00,2021-12-06T00:00:00+00:00,1,ENJ-USDT;MANA-USDT;VET-USDT;XLM-USDT,CRV-USDT;PYR-USDT;QNT-USDT;SLP-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-12-13T00:00:00+00:00,2021-12-13T00:00:00+00:00,1,ENJ-USDT;MANA-USDT;VET-USDT;XLM-USDT,ELON-USDT;FLUX-USDT;SLP-USDT;UOS-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-12-20T00:00:00+00:00,2021-12-20T00:00:00+00:00,1,MANA-USDT;VET-USDT;XLM-USDT,MOVR-USDT;NEAR-USDT;UOS-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2021-12-27T00:00:00+00:00,2022-01-03T00:00:00+00:00,2,MANA-USDT;VET-USDT;XLM-USDT,ALGO-USDT;MOVR-USDT;QNT-USDT,False,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-01-10T00:00:00+00:00,2022-01-10T00:00:00+00:00,1,MANA-USDT;VET-USDT;XLM-USDT,EGLD-USDT;GALAX-USDT;QNT-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-01-17T00:00:00+00:00,2022-01-31T00:00:00+00:00,3,MANA-USDT;VET-USDT;XLM-USDT,LRC-USDT;MOVR-USDT;WOO-USDT,False,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-02-07T00:00:00+00:00,2022-02-07T00:00:00+00:00,1,MANA-USDT;VET-USDT;XLM-USDT,DYDX-USDT;LRC-USDT;WOO-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-02-14T00:00:00+00:00,2022-02-14T00:00:00+00:00,1,MANA-USDT;VET-USDT;XLM-USDT,ICP-USDT;JASMY-USDT;THETA-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-02-21T00:00:00+00:00,2022-02-21T00:00:00+00:00,1,MANA-USDT;VET-USDT;XLM-USDT,GALAX-USDT;QNT-USDT;THETA-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-02-28T00:00:00+00:00,2022-02-28T00:00:00+00:00,1,MANA-USDT;XLM-USDT,ALGO-USDT;QNT-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-03-07T00:00:00+00:00,2022-03-07T00:00:00+00:00,1,MANA-USDT;VET-USDT;XLM-USDT,ALGO-USDT;FLUX-USDT;VR-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-03-14T00:00:00+00:00,2022-03-14T00:00:00+00:00,1,MANA-USDT;XLM-USDT,ALGO-USDT;THETA-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-03-21T00:00:00+00:00,2022-03-21T00:00:00+00:00,1,MANA-USDT,JST-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-03-28T00:00:00+00:00,2022-03-28T00:00:00+00:00,1,MANA-USDT,ALGO-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-04-04T00:00:00+00:00,2022-04-04T00:00:00+00:00,1,MANA-USDT;WAX-USDT,LTC-USDT;ROSE-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-04-11T00:00:00+00:00,2022-04-11T00:00:00+00:00,1,MANA-USDT;VET-USDT;ZIL-USDT,IMX-USDT;KCS-USDT;LRC-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-04-18T00:00:00+00:00,2022-04-18T00:00:00+00:00,1,MANA-USDT;VET-USDT;ZIL-USDT,JST-USDT;KCS-USDT;KLV-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-04-25T00:00:00+00:00,2022-04-25T00:00:00+00:00,1,VET-USDT;ZIL-USDT,LTC-USDT;WIN-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-05-02T00:00:00+00:00,2022-05-02T00:00:00+00:00,1,VET-USDT;ZIL-USDT,ALGO-USDT;SAND-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-05-09T00:00:00+00:00,2022-05-09T00:00:00+00:00,1,VET-USDT;ZIL-USDT,JST-USDT;ROSE-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-05-16T00:00:00+00:00,2022-05-16T00:00:00+00:00,1,MANA-USDT;VET-USDT;ZIL-USDT,GLMR-USDT;JST-USDT;KCS-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-05-23T00:00:00+00:00,2022-05-23T00:00:00+00:00,1,MANA-USDT;VET-USDT;ZIL-USDT,KLV-USDT;ONE-USDT;SLP-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-05-30T00:00:00+00:00,2022-05-30T00:00:00+00:00,1,MANA-USDT;ZIL-USDT,CRV-USDT;JST-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-06-06T00:00:00+00:00,2022-06-06T00:00:00+00:00,1,MANA-USDT;XLM-USDT;ZIL-USDT,CRV-USDT;VR-USDT;WAVES-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-06-13T00:00:00+00:00,2022-06-13T00:00:00+00:00,1,MANA-USDT;XLM-USDT,NFT-USDT;THETA-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-06-20T00:00:00+00:00,2022-06-20T00:00:00+00:00,1,MANA-USDT;XLM-USDT,EGLD-USDT;ROSE-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
2022-06-27T00:00:00+00:00,2022-06-27T00:00:00+00:00,1,MANA-USDT;XLM-USDT,EGLD-USDT;KLV-USDT,True,True,False,False,False,False,TOP_30,POST_WARMUP,False
