policy_id,portfolio_id,universe_id,cost_multiplier,pair,signal_time,entry_time,exit_time,holding_hours,exit_reason,entry_price,exit_price,quantity,entry_notional,exit_notional,entry_cost,exit_cost,gross_pnl,net_pnl,period_id,membership_rank,support_families,support_count,atr24_at_signal,high_water_at_exit,entry_market_state,exit_market_state,protection_floor_at_exit,entry_market_context,exit_market_context,lifecycle_class,degraded_since_at_exit
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-04 19:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,113.531,107.591,79.27350239141732,9000.0,8529.115395794981,11.25,10.661394244743727,-470.88460420501906,-492.7959984497628,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,2.0215,117.5,TRANSITION,RISK_OFF,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-05 18:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,3839.21,3792.5,2.347874813094988,9013.984461182408,8904.315228662741,11.267480576478011,11.130394035828427,-109.66923251966728,-132.0671071319737,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,24.1875,3894.35,TRANSITION,RISK_OFF,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,XRP-USDT,2022-01-03 21:00:00+00:00,2022-01-03 22:00:00+00:00,2022-01-06 22:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.82554,0.78001,10816.637666161898,8929.567058923294,8437.085545982942,11.161958823654118,10.546356932478677,-492.48151294035233,-514.1898286964852,ROBUSTNESS_2022,3,RELATIVE_STRENGTH_ROTATION,1,0.0062054166666666,0.84595,TRANSITION,RISK_OFF,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SAND-USDT,2022-01-12 12:00:00+00:00,2022-01-12 13:00:00+00:00,2022-01-15 13:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,4.95049,4.87675,1809.8329749966492,8959.560044391163,8826.10296081491,11.199450055488953,11.032628701018636,-133.45708357625335,-155.68916233276096,ROBUSTNESS_2022,8,MOMENTUM_BREAKOUT,1,0.0824495833333333,5.21172,TRANSITION,TRANSITION,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-01-12 14:00:00+00:00,2022-01-12 15:00:00+00:00,2022-01-15 15:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,43928.5,42906.9,0.20625206592547288,9060.343878007136,8849.636767457672,11.32542984750892,11.06204595932209,-210.70711054946332,-233.09458635629434,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,405.1125000000011,44421.0,TRANSITION,RISK_OFF,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-01-10 04:00:00+00:00,2022-01-10 05:00:00+00:00,2022-01-17 05:00:00+00:00,168,MAX_HOLD_168H,89.237,89.746,99.7062343637164,8897.48523591496,8948.235709206092,11.121856544893701,11.185294636507615,50.75047329113113,28.443322109729813,ROBUSTNESS_2022,4,RELATIVE_STRENGTH_ROTATION,1,1.584083333333334,97.234,TRANSITION,TRANSITION,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-11 17:00:00+00:00,2022-01-11 18:00:00+00:00,2022-01-18 18:00:00+00:00,168,MAX_HOLD_168H,3219.25,3132.22,2.764059398616023,8898.198218994632,8657.642129533078,11.12274777374329,10.822052661916349,-240.5560894615537,-262.50088989721337,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,41.22624999999999,3411.68,TRANSITION,RISK_OFF,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SHIB-USDT,2022-01-12 13:00:00+00:00,2022-01-12 14:00:00+00:00,2022-01-19 14:00:00+00:00,168,MAX_HOLD_168H,2.932e-05,2.76e-05,307180316.33103245,9006.526874825871,8478.176730736495,11.25815859353234,10.59772091342062,-528.350144089376,-550.206023596329,ROBUSTNESS_2022,7,MOMENTUM_BREAKOUT,1,4.175000000000002e-07,3.293e-05,TRANSITION,RISK_OFF,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-01-17 04:00:00+00:00,2022-01-17 05:00:00+00:00,2022-01-20 05:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,42646.6,41926.5,0.20804731162429052,8872.510479916467,8722.695610815817,11.090638099895584,10.903369513519772,-149.81486910064996,-171.80887671406532,ROBUSTNESS_2022,1,RELATIVE_STRENGTH_ROTATION,1,248.7833333333325,42967.4,TRANSITION,RISK_OFF,,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,DOT-USDT,2022-01-17 11:00:00+00:00,2022-01-17 12:00:00+00:00,2022-01-20 12:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,26.7771,24.5346,331.692477848503,8881.76264859715,8137.942267021883,11.102203310746438,10.172427833777354,-743.8203815752677,-765.0950127197914,ROBUSTNESS_2022,4,RELATIVE_STRENGTH_ROTATION,1,0.3583999999999996,26.8212,TRANSITION,RISK_OFF,,,,,
